"Statistic Label","Year","Hazardousness","Waste Category","Waste Management Operation","UNIT","VALUE"
"Waste treated","2010","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Other incinerated wastes (valid up to 2008)[INC_OTH]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Other incinerated wastes (valid up to 2008)[INC_OTH]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Total waste","All Waste treatment[TRT]","Tonnes","266742"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","21011"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","21011"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Disposal - incineration (D10)[DSP_I]","Tonnes","19676"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Recovery - energy recovery (R1)[RCV_E]","Tonnes","44605"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","181450"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Recovery - recycling[RCV_R]","Tonnes","143043"
"Waste treated","2010","Hazardous[HAZ]","Total waste","Recovery - backfilling[RCV_B]","Tonnes","38407"
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","All Waste treatment[TRT]","Tonnes","79586"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Disposal - incineration (D10)[DSP_I]","Tonnes","19314"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","13586"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","46686"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Recovery - recycling[RCV_R]","Tonnes","46686"
"Waste treated","2010","Hazardous[HAZ]","Spent solvents[W011]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","All Waste treatment[TRT]","Tonnes","2"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","2"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Recovery - recycling[RCV_R]","Tonnes","2"
"Waste treated","2010","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","All Waste treatment[TRT]","Tonnes","22746"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Disposal - incineration (D10)[DSP_I]","Tonnes","2"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","22744"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Recovery - recycling[RCV_R]","Tonnes","22744"
"Waste treated","2010","Hazardous[HAZ]","Used oils[W013]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","All Waste treatment[TRT]","Tonnes","70972"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","564"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","564"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Disposal - incineration (D10)[DSP_I]","Tonnes","360"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","31019"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","39029"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Recovery - recycling[RCV_R]","Tonnes","39029"
"Waste treated","2010","Hazardous[HAZ]","Chemical wastes[W02A]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Industrial effluent sludges[W032]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Health care and biological wastes[W05]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Glass wastes[W071]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Rubber wastes[W073]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Plastic wastes[W074]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","All Waste treatment[TRT]","Tonnes","3390"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","3390"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","3390"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Wood wastes[W075]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Textile wastes[W076]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Waste containing PCB[W077]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","All Waste treatment[TRT]","Tonnes","8505"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","8505"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - recycling[RCV_R]","Tonnes","8505"
"Waste treated","2010","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
