"Statistic Label","Year","NACE Rev. 2 Activity","Hazardousness","Waste Category","UNIT","VALUE"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, ferrous[W061]","Tonnes","5988"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, non-ferrous[W062]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Glass wastes[W071]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Paper and cardboard wastes[W072]","Tonnes","4072"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Rubber wastes[W073]","Tonnes","5525"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Plastic wastes[W074]","Tonnes","44426"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Wood wastes[W075]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes","108"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Tonnes","203"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Tonnes","12187"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Common sludges[W11]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral waste from construction and demolition[W121]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Combustion wastes[W124]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils[W126]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Dredging spoils[W127]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes","96251"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Total waste","Tonnes","23198"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes","23198"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes",""
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Spent solvents[W011]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Tonnes","19"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Used oils[W013]","Tonnes","2008"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Chemical wastes[W02A]","Tonnes","20850"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Industrial effluent sludges[W032]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes","0"
"Waste generated","2014","Agriculture, forestry and fishing (A)","Hazardous[HAZ]","Health care and biological wastes[W05]","Tonnes","10"
